x,y
2635.044833447073,10.858444037985121
2564.2635862972943,161.07616313906405
2493.5802796625467,308.0046296094583
2422.8511497354957,443.43852868649213
2352.12726073113,565.1464127555317
2281.425026145203,683.0290446512109
2210.7207442390154,794.9594412363061
2139.977696749674,884.0208762459782
